Time(s),X(m),Y(m),Theta(rad),Theta(deg)
107.059,11.480151,-0.705884,-0.779852,-44.682
107.082,11.480158,-0.705858,-0.779893,-44.685
107.101,11.480144,-0.705868,-0.779935,-44.687
107.122,11.480138,-0.705879,-0.780012,-44.691
107.146,11.480151,-0.705867,-0.779990,-44.690
107.161,11.480137,-0.705841,-0.780032,-44.693
107.184,11.480131,-0.705842,-0.780041,-44.693
107.202,11.480153,-0.705814,-0.780102,-44.697
107.227,11.480119,-0.705848,-0.780114,-44.697
107.248,11.480124,-0.705850,-0.780182,-44.701
107.269,11.480124,-0.705832,-0.780219,-44.703
107.292,11.480080,-0.705862,-0.780246,-44.705
107.314,11.480112,-0.705876,-0.780290,-44.707
107.330,11.480106,-0.705904,-0.780351,-44.711
107.353,11.480101,-0.705945,-0.780488,-44.719
107.373,11.480138,-0.706005,-0.780522,-44.721
107.397,11.480140,-0.706026,-0.780713,-44.732
107.413,11.480113,-0.705999,-0.780732,-44.733
107.434,11.480111,-0.706013,-0.780787,-44.736
107.458,11.480123,-0.706010,-0.780841,-44.739
107.481,11.480130,-0.705993,-0.780842,-44.739
107.497,11.480090,-0.705986,-0.780861,-44.740
107.520,11.480095,-0.705973,-0.780885,-44.741
107.537,11.480068,-0.705995,-0.780792,-44.736
107.559,11.480074,-0.706009,-0.780855,-44.740
107.581,11.480077,-0.706013,-0.780882,-44.741
107.606,11.480077,-0.706031,-0.780974,-44.747
107.629,11.480076,-0.706047,-0.780961,-44.746
107.649,11.480076,-0.706037,-0.780974,-44.747
107.668,11.480095,-0.706040,-0.781027,-44.750
107.689,11.480090,-0.706025,-0.781022,-44.749
107.710,11.480081,-0.706015,-0.781085,-44.753
107.732,11.480095,-0.706026,-0.781094,-44.753
107.749,11.480096,-0.706007,-0.781116,-44.755
107.769,11.480100,-0.706018,-0.781177,-44.758
107.792,11.480103,-0.706034,-0.781208,-44.760
107.811,11.480097,-0.706006,-0.781224,-44.761
107.829,11.480132,-0.706043,-0.781329,-44.767
107.871,11.480127,-0.706064,-0.781394,-44.771
107.887,11.480100,-0.706026,-0.781405,-44.771
107.904,11.480133,-0.706039,-0.781462,-44.774
107.923,11.480125,-0.706026,-0.781488,-44.776
107.939,11.480115,-0.706020,-0.781525,-44.778
107.961,11.480168,-0.706077,-0.781574,-44.781
107.980,11.480158,-0.706061,-0.781611,-44.783
108.002,11.480169,-0.706050,-0.781619,-44.783
108.018,11.480191,-0.706088,-0.781637,-44.784
108.042,11.480212,-0.706047,-0.781687,-44.787
108.061,11.480242,-0.706101,-0.781736,-44.790
108.080,11.480247,-0.706100,-0.781771,-44.792
108.106,11.480240,-0.706078,-0.781823,-44.795
108.127,11.480216,-0.706052,-0.781900,-44.800
108.149,11.480181,-0.706020,-0.781958,-44.803
108.169,11.480201,-0.706026,-0.781995,-44.805
108.193,11.480202,-0.706013,-0.782021,-44.807
108.215,11.480193,-0.706012,-0.782070,-44.809
108.235,11.480233,-0.706042,-0.782109,-44.812
108.256,11.480217,-0.706063,-0.782124,-44.812
108.277,11.480220,-0.706032,-0.782145,-44.814
108.297,11.480213,-0.706030,-0.782160,-44.814
108.323,11.480175,-0.706055,-0.782247,-44.819
108.338,11.480176,-0.706046,-0.782267,-44.821
108.358,11.480162,-0.706045,-0.782278,-44.821
108.378,11.480214,-0.706057,-0.782374,-44.827
108.403,11.480204,-0.706070,-0.782351,-44.825
108.419,11.480196,-0.706047,-0.782357,-44.826
108.440,11.480175,-0.706025,-0.782362,-44.826
108.461,11.480204,-0.706030,-0.782358,-44.826
108.479,11.480173,-0.706028,-0.782441,-44.831
108.501,11.480189,-0.706000,-0.782485,-44.833
108.531,11.480170,-0.706002,-0.782523,-44.835
108.544,11.480180,-0.705982,-0.782551,-44.837
108.570,11.480216,-0.706002,-0.782600,-44.840
108.588,11.480169,-0.706019,-0.782699,-44.845
108.610,11.480207,-0.706033,-0.782733,-44.847
108.629,11.480194,-0.706073,-0.782795,-44.851
108.648,11.480202,-0.706073,-0.782798,-44.851
108.672,11.480213,-0.706094,-0.782837,-44.853
108.694,11.480262,-0.706079,-0.782868,-44.855
108.715,11.480287,-0.706074,-0.782803,-44.851
108.737,11.480243,-0.706081,-0.782864,-44.855
108.756,11.480226,-0.706041,-0.782931,-44.859
108.775,11.480199,-0.706058,-0.782929,-44.859
108.798,11.480197,-0.706058,-0.782963,-44.860
108.818,11.480207,-0.706083,-0.782967,-44.861
108.839,11.480228,-0.706059,-0.782968,-44.861
108.862,11.480229,-0.706047,-0.782984,-44.862
108.883,11.480223,-0.706091,-0.782986,-44.862
108.906,11.480239,-0.706078,-0.783072,-44.867
108.922,11.480225,-0.706042,-0.783091,-44.868
108.942,11.480220,-0.706053,-0.783149,-44.871
108.963,11.480238,-0.706036,-0.783190,-44.873
108.983,11.480209,-0.706069,-0.783206,-44.874
109.002,11.480214,-0.706064,-0.783242,-44.876
109.020,11.480213,-0.706087,-0.783329,-44.881
109.041,11.480194,-0.706101,-0.783314,-44.881
109.065,11.480180,-0.706107,-0.783408,-44.886
109.083,11.480168,-0.706085,-0.783409,-44.886
109.105,11.480171,-0.706065,-0.783395,-44.885
109.127,11.480180,-0.706066,-0.783480,-44.890
109.147,11.480178,-0.706052,-0.783467,-44.889
109.169,11.480165,-0.706018,-0.783554,-44.894
109.187,11.480149,-0.705995,-0.783615,-44.898
109.207,11.480113,-0.706004,-0.783640,-44.899
109.231,11.480126,-0.705980,-0.783670,-44.901
109.255,11.480141,-0.705995,-0.783681,-44.902
109.280,11.480157,-0.706016,-0.783731,-44.904
109.302,11.480178,-0.706004,-0.783818,-44.909
109.322,11.480180,-0.706006,-0.783795,-44.908
109.344,11.480187,-0.706026,-0.783857,-44.912
109.360,11.480197,-0.706065,-0.783846,-44.911
109.381,11.480203,-0.706066,-0.783890,-44.914
109.404,11.480208,-0.706061,-0.783907,-44.915
109.425,11.480208,-0.706076,-0.783908,-44.915
109.446,11.480211,-0.706076,-0.783905,-44.914
109.470,11.480200,-0.706050,-0.783920,-44.915
109.488,11.480205,-0.706069,-0.783962,-44.918
109.509,11.480221,-0.706070,-0.783975,-44.918
109.531,11.480193,-0.706091,-0.783994,-44.920
109.556,11.480210,-0.706055,-0.784077,-44.924
109.577,11.480201,-0.706068,-0.784084,-44.925
109.596,11.480202,-0.706051,-0.784110,-44.926
109.620,11.480192,-0.706041,-0.784098,-44.925
109.646,11.480210,-0.706070,-0.784163,-44.929
109.672,11.480217,-0.706059,-0.784173,-44.930
109.696,11.480250,-0.706069,-0.784277,-44.936
109.715,11.480251,-0.706073,-0.784316,-44.938
109.736,11.480271,-0.706054,-0.784440,-44.945
109.756,11.480296,-0.706040,-0.784569,-44.952
109.779,11.480321,-0.706017,-0.784693,-44.960
109.796,11.480344,-0.706015,-0.784835,-44.968
109.819,11.480370,-0.705997,-0.784904,-44.972
109.837,11.480362,-0.705989,-0.784947,-44.974
109.858,11.480372,-0.705949,-0.784913,-44.972
109.875,11.480373,-0.705987,-0.785107,-44.983
109.898,11.480411,-0.705992,-0.785184,-44.988
109.916,11.480396,-0.705997,-0.785331,-44.996
109.943,11.480369,-0.705985,-0.785377,-44.999
109.961,11.480375,-0.705997,-0.785437,-45.002
109.984,11.480402,-0.706023,-0.785462,-45.004
110.006,11.480379,-0.705969,-0.785582,-45.011
110.028,11.480402,-0.705967,-0.785675,-45.016
110.050,11.480411,-0.706003,-0.785744,-45.020
110.072,11.480388,-0.705951,-0.785819,-45.024
110.088,11.480425,-0.705959,-0.785858,-45.026
110.110,11.480452,-0.705989,-0.785870,-45.027
110.128,11.480437,-0.705977,-0.785825,-45.024
110.151,11.480445,-0.705959,-0.785880,-45.028
110.174,11.480439,-0.705934,-0.785884,-45.028
110.192,11.480427,-0.705918,-0.785949,-45.032
110.215,11.480417,-0.705894,-0.785950,-45.032
110.233,11.480355,-0.705863,-0.786013,-45.035
110.257,11.480305,-0.705797,-0.785955,-45.032
110.281,11.480284,-0.705784,-0.785969,-45.033
110.298,11.480287,-0.705793,-0.786096,-45.040
110.319,11.480350,-0.705925,-0.786338,-45.054
110.346,11.480469,-0.706187,-0.786776,-45.079
110.360,11.480670,-0.706602,-0.787426,-45.116
110.382,11.480943,-0.707124,-0.788299,-45.166
110.404,11.481216,-0.707823,-0.789550,-45.238
110.421,11.481365,-0.708684,-0.791751,-45.364
110.442,11.481505,-0.709728,-0.794599,-45.527
110.462,11.481728,-0.710968,-0.797699,-45.705
110.481,11.481612,-0.712421,-0.802513,-45.981
110.499,11.481237,-0.714132,-0.808696,-46.335
110.525,11.481424,-0.715893,-0.813328,-46.600
110.545,11.482194,-0.717619,-0.815698,-46.736
110.567,11.483163,-0.719331,-0.817769,-46.855
110.589,11.483832,-0.721186,-0.821135,-47.048
110.606,11.484429,-0.722303,-0.822546,-47.128
110.628,11.484713,-0.723119,-0.824077,-47.216
110.653,11.484665,-0.724050,-0.827097,-47.389
110.671,11.484100,-0.724740,-0.830834,-47.603
110.695,11.483392,-0.725511,-0.835446,-47.868
110.714,11.483348,-0.726167,-0.837647,-47.994
110.733,11.483726,-0.726751,-0.838090,-48.019
110.757,11.484136,-0.727321,-0.838584,-48.047
110.777,11.484380,-0.727976,-0.839582,-48.104
110.794,11.484536,-0.728660,-0.841489,-48.214
110.817,11.484891,-0.729442,-0.843121,-48.307
110.836,11.485370,-0.730495,-0.844654,-48.395
110.857,11.485920,-0.731660,-0.846614,-48.507
110.875,11.486243,-0.733077,-0.849646,-48.681
110.896,11.486719,-0.734466,-0.852470,-48.843
110.923,11.487522,-0.735817,-0.853637,-48.910
110.944,11.488325,-0.737092,-0.854754,-48.974
110.960,11.488748,-0.738494,-0.857344,-49.122
110.984,11.488976,-0.740011,-0.860910,-49.327
111.000,11.488989,-0.741741,-0.865678,-49.600
111.021,11.488717,-0.743574,-0.871970,-49.960
111.041,11.488263,-0.745588,-0.879353,-50.383
111.058,11.488678,-0.747414,-0.883420,-50.616
111.080,11.489788,-0.748987,-0.884017,-50.650
111.098,11.491054,-0.750558,-0.884014,-50.650
111.119,11.492060,-0.752319,-0.885584,-50.740
111.137,11.492655,-0.754282,-0.888863,-50.928
111.161,11.492988,-0.756319,-0.893435,-51.190
111.181,11.493486,-0.758181,-0.897023,-51.396
111.200,11.494333,-0.759726,-0.898436,-51.477
111.221,11.495015,-0.761314,-0.900377,-51.588
111.241,11.495654,-0.762977,-0.902892,-51.732
111.263,11.496664,-0.764535,-0.904013,-51.796
111.284,11.497783,-0.765771,-0.903643,-51.775
111.309,11.498478,-0.767012,-0.904589,-51.829
111.327,11.498861,-0.768411,-0.907001,-51.967
111.348,11.498955,-0.769841,-0.910828,-52.187
111.371,11.499163,-0.771159,-0.913549,-52.342
111.391,11.499256,-0.772376,-0.916574,-52.516
111.412,11.499404,-0.773613,-0.919718,-52.696
111.429,11.500042,-0.774832,-0.921019,-52.771
111.450,11.500820,-0.775983,-0.921647,-52.806
111.473,11.501701,-0.777151,-0.921604,-52.804
111.490,11.502473,-0.778359,-0.922254,-52.841
111.511,11.503168,-0.779724,-0.923483,-52.912
111.533,11.503930,-0.781156,-0.924661,-52.979
111.553,11.504700,-0.782636,-0.925826,-53.046
111.572,11.505532,-0.784131,-0.926924,-53.109
111.593,11.506295,-0.785632,-0.928393,-53.193
111.610,11.506890,-0.787285,-0.930689,-53.325
111.635,11.507696,-0.788860,-0.932485,-53.427
111.652,11.508551,-0.790446,-0.934201,-53.526
111.673,11.509490,-0.792180,-0.935589,-53.605
111.694,11.510473,-0.793961,-0.936858,-53.678
111.711,11.511498,-0.795806,-0.938065,-53.747
111.738,11.512547,-0.797700,-0.939371,-53.822
111.754,11.513493,-0.799674,-0.941069,-53.919
111.776,11.514392,-0.801632,-0.943177,-54.040
111.798,11.515356,-0.803631,-0.945133,-54.152
111.815,11.516102,-0.805798,-0.948132,-54.324
111.840,11.516638,-0.808154,-0.952205,-54.557
111.859,11.517545,-0.810381,-0.955091,-54.723
111.876,11.518673,-0.812635,-0.956926,-54.828
111.898,11.519684,-0.815012,-0.959204,-54.958
111.919,11.520853,-0.817347,-0.960938,-55.058
111.939,11.522133,-0.819669,-0.962410,-55.142
111.960,11.523568,-0.821977,-0.963330,-55.195
111.980,11.524745,-0.824487,-0.965236,-55.304
112.002,11.525839,-0.827066,-0.967809,-55.451
112.023,11.527139,-0.829637,-0.969467,-55.546
112.044,11.528623,-0.831985,-0.970781,-55.622
112.064,11.530098,-0.834331,-0.971895,-55.685
112.089,11.531440,-0.836757,-0.973244,-55.763
112.112,11.532766,-0.839202,-0.974425,-55.830
112.135,11.534312,-0.841536,-0.974532,-55.837
112.152,11.535746,-0.843929,-0.975420,-55.887
112.174,11.537259,-0.846303,-0.976223,-55.933
112.197,11.538837,-0.848645,-0.976646,-55.958
112.217,11.540093,-0.851077,-0.978005,-56.036
112.239,11.541093,-0.853604,-0.980754,-56.193
112.261,11.542532,-0.855881,-0.981150,-56.216
112.278,11.544262,-0.857846,-0.979873,-56.143
112.301,11.545956,-0.859771,-0.978308,-56.053
112.323,11.547493,-0.861727,-0.977638,-56.015
112.345,11.549079,-0.863545,-0.976301,-55.938
112.367,11.550530,-0.865306,-0.975438,-55.888
112.385,11.552055,-0.866789,-0.973672,-55.787
112.410,11.553544,-0.868129,-0.971554,-55.666
112.429,11.554846,-0.869468,-0.970372,-55.598
112.447,11.556000,-0.870854,-0.969650,-55.557
112.468,11.557199,-0.872108,-0.968793,-55.508
112.488,11.558414,-0.873312,-0.967870,-55.455
112.510,11.559567,-0.874453,-0.967113,-55.412
112.527,11.560595,-0.875530,-0.966300,-55.365
112.549,11.561528,-0.876467,-0.965718,-55.332
112.568,11.562368,-0.877318,-0.964763,-55.277
112.590,11.563162,-0.878085,-0.963809,-55.222
112.612,11.563818,-0.878858,-0.963423,-55.200
112.633,11.564422,-0.879587,-0.963214,-55.188
112.650,11.564930,-0.880354,-0.963309,-55.194
112.671,11.565346,-0.881110,-0.963744,-55.218
112.697,11.565802,-0.881775,-0.963730,-55.218
112.711,11.566298,-0.882362,-0.963493,-55.204
112.734,11.566810,-0.882917,-0.963149,-55.184
112.751,11.567290,-0.883450,-0.962899,-55.170
112.774,11.567635,-0.883941,-0.962872,-55.169
112.796,11.567861,-0.884229,-0.962780,-55.163
112.814,11.567896,-0.884350,-0.962870,-55.168
112.836,11.567869,-0.884366,-0.963118,-55.183
112.862,11.567872,-0.884309,-0.963182,-55.186
112.883,11.567829,-0.884284,-0.963337,-55.195
112.904,11.567819,-0.884256,-0.963306,-55.193
112.924,11.567846,-0.884242,-0.963450,-55.202
112.943,11.567886,-0.884309,-0.963476,-55.203
112.964,11.567983,-0.884432,-0.963535,-55.206
112.985,11.568067,-0.884552,-0.963774,-55.220
113.009,11.568160,-0.884718,-0.963837,-55.224
113.030,11.568278,-0.884901,-0.963960,-55.231
113.050,11.568426,-0.885100,-0.964027,-55.235
113.072,11.568566,-0.885313,-0.964268,-55.248
113.089,11.568709,-0.885541,-0.964410,-55.257
113.113,11.568832,-0.885758,-0.964487,-55.261
113.131,11.568973,-0.886005,-0.964697,-55.273
113.152,11.569149,-0.886268,-0.964721,-55.274
113.170,11.569293,-0.886567,-0.965226,-55.303
113.191,11.569506,-0.886894,-0.965385,-55.312
113.215,11.569717,-0.887222,-0.965428,-55.315
113.240,11.569855,-0.887465,-0.965505,-55.319
113.258,11.569904,-0.887505,-0.965744,-55.333
113.279,11.569847,-0.887459,-0.965856,-55.339
113.305,11.569774,-0.887334,-0.965903,-55.342
113.326,11.569680,-0.887206,-0.965822,-55.338
113.343,11.569578,-0.887043,-0.965971,-55.346
113.370,11.569499,-0.886891,-0.965930,-55.344
113.389,11.569431,-0.886769,-0.965857,-55.340
113.416,11.569384,-0.886659,-0.965922,-55.343
113.435,11.569372,-0.886609,-0.965963,-55.346
113.458,11.569370,-0.886596,-0.965925,-55.343
113.478,11.569387,-0.886601,-0.965926,-55.343
113.504,11.569398,-0.886594,-0.966037,-55.350
113.529,11.569377,-0.886564,-0.966117,-55.354
113.551,11.569358,-0.886549,-0.966139,-55.356
113.570,11.569382,-0.886526,-0.966221,-55.360
113.591,11.569375,-0.886538,-0.966194,-55.359
113.612,11.569356,-0.886516,-0.966282,-55.364
113.635,11.569360,-0.886510,-0.966292,-55.364
113.657,11.569355,-0.886506,-0.966279,-55.364
113.676,11.569365,-0.886553,-0.966402,-55.371
113.701,11.569416,-0.886614,-0.966442,-55.373
113.721,11.569457,-0.886730,-0.966617,-55.383
113.742,11.569537,-0.886883,-0.966642,-55.384
113.763,11.569625,-0.887015,-0.966666,-55.386
113.782,11.569707,-0.887176,-0.966805,-55.394
113.803,11.569833,-0.887358,-0.966936,-55.401
113.820,11.569945,-0.887618,-0.967174,-55.415
113.841,11.570146,-0.887938,-0.967361,-55.426
113.863,11.570352,-0.888287,-0.967541,-55.436
113.884,11.570586,-0.888653,-0.967697,-55.445
113.901,11.570786,-0.888882,-0.967699,-55.445
113.924,11.570831,-0.888981,-0.967874,-55.455
113.945,11.570767,-0.888895,-0.967941,-55.459
113.967,11.570625,-0.888701,-0.968017,-55.463
113.987,11.570535,-0.888538,-0.968024,-55.464
114.007,11.570509,-0.888480,-0.967986,-55.462
114.026,11.570524,-0.888498,-0.968019,-55.463
114.048,11.570571,-0.888577,-0.968125,-55.469
114.074,11.570602,-0.888650,-0.968131,-55.470
114.092,11.570584,-0.888654,-0.968183,-55.473
114.117,11.570514,-0.888615,-0.968261,-55.477
114.138,11.570464,-0.888542,-0.968309,-55.480
114.156,11.570449,-0.888485,-0.968414,-55.486
114.177,11.570473,-0.888502,-0.968355,-55.483
114.195,11.570502,-0.888513,-0.968450,-55.488
114.226,11.570491,-0.888524,-0.968473,-55.489
114.243,11.570463,-0.888445,-0.968629,-55.498
114.264,11.570333,-0.888317,-0.968810,-55.509
114.286,11.570211,-0.888143,-0.968966,-55.518
114.311,11.570135,-0.888045,-0.968934,-55.516
114.330,11.570124,-0.887993,-0.968952,-55.517
114.352,11.570150,-0.888008,-0.968981,-55.519
114.373,11.570187,-0.888028,-0.968997,-55.519
114.396,11.570202,-0.888038,-0.969060,-55.523
114.417,11.570179,-0.887978,-0.969124,-55.527
114.439,11.570107,-0.887890,-0.969231,-55.533
114.458,11.570080,-0.887799,-0.969297,-55.537
114.480,11.570065,-0.887779,-0.969268,-55.535
114.499,11.570073,-0.887796,-0.969437,-55.545
114.521,11.570088,-0.887776,-0.969560,-55.552
114.545,11.570110,-0.887798,-0.969665,-55.558
114.572,11.570157,-0.887826,-0.969702,-55.560
114.587,11.570156,-0.887814,-0.969684,-55.559
114.610,11.570139,-0.887775,-0.969763,-55.563
114.631,11.570133,-0.887764,-0.969736,-55.562
114.653,11.570146,-0.887761,-0.969760,-55.563
114.680,11.570164,-0.887764,-0.969703,-55.560
114.699,11.570134,-0.887722,-0.969809,-55.566
114.724,11.570056,-0.887628,-0.969952,-55.574
114.745,11.570003,-0.887536,-0.969885,-55.570
114.768,11.569979,-0.887456,-0.969911,-55.572
114.793,11.569977,-0.887435,-0.969912,-55.572
114.814,11.570002,-0.887422,-0.969991,-55.576
114.835,11.570011,-0.887483,-0.970138,-55.585
114.859,11.570036,-0.887525,-0.970130,-55.584
114.879,11.570046,-0.887571,-0.970229,-55.590
114.899,11.570093,-0.887634,-0.970313,-55.595
114.921,11.570157,-0.887737,-0.970353,-55.597
114.946,11.570243,-0.887889,-0.970530,-55.607
114.968,11.570340,-0.888050,-0.970606,-55.612
114.989,11.570409,-0.888269,-0.970948,-55.631
115.014,11.570557,-0.888510,-0.970980,-55.633
115.032,11.570691,-0.888790,-0.971264,-55.649
115.056,11.570861,-0.889092,-0.971390,-55.657
115.081,11.571048,-0.889437,-0.971627,-55.670
115.098,11.571280,-0.889842,-0.971770,-55.678
115.119,11.571526,-0.890321,-0.972074,-55.696
115.139,11.571835,-0.890886,-0.972304,-55.709
115.159,11.572151,-0.891422,-0.972588,-55.725
115.183,11.572373,-0.892054,-0.973339,-55.768
115.204,11.572656,-0.892730,-0.973938,-55.803
115.227,11.572949,-0.893485,-0.974734,-55.848
115.249,11.573314,-0.894365,-0.975529,-55.894
115.264,11.573564,-0.895423,-0.977206,-55.990
115.288,11.573688,-0.896609,-0.979802,-56.139
115.309,11.574097,-0.897851,-0.981171,-56.217
115.329,11.574527,-0.899117,-0.982488,-56.292
115.351,11.575009,-0.900398,-0.984024,-56.380
115.367,11.575512,-0.901768,-0.985509,-56.466
115.392,11.576052,-0.903225,-0.987060,-56.554
115.414,11.576655,-0.904349,-0.987861,-56.600
115.431,11.577079,-0.904983,-0.988419,-56.632
115.453,11.577216,-0.905468,-0.989053,-56.669
115.475,11.577363,-0.905704,-0.989340,-56.685
115.497,11.577410,-0.905800,-0.989395,-56.688
115.518,11.577389,-0.905772,-0.989447,-56.691
115.538,11.577364,-0.905725,-0.989381,-56.687
115.559,11.577306,-0.905597,-0.989511,-56.695
115.582,11.577275,-0.905590,-0.989594,-56.700
115.600,11.577306,-0.905683,-0.989699,-56.706
115.622,11.577362,-0.905909,-0.989956,-56.720
115.643,11.577496,-0.906244,-0.990220,-56.735
115.665,11.577642,-0.906613,-0.990613,-56.758
115.685,11.577780,-0.906948,-0.990921,-56.776
115.704,11.577897,-0.907121,-0.991112,-56.787
115.727,11.577920,-0.907280,-0.991365,-56.801
115.748,11.577909,-0.907487,-0.991942,-56.834
115.765,11.578006,-0.907799,-0.992275,-56.853
115.787,11.578177,-0.908124,-0.992578,-56.871
115.805,11.578347,-0.908429,-0.992786,-56.882
115.829,11.578550,-0.908659,-0.992598,-56.872
115.853,11.578610,-0.908863,-0.992858,-56.887
115.868,11.578657,-0.909040,-0.993121,-56.902
115.889,11.578729,-0.909246,-0.993352,-56.915
115.911,11.578816,-0.909445,-0.993493,-56.923
115.928,11.578923,-0.909628,-0.993599,-56.929
115.950,11.579015,-0.909828,-0.993706,-56.935
115.966,11.579032,-0.910058,-0.994257,-56.967
115.989,11.579156,-0.910363,-0.994509,-56.981
116.007,11.579325,-0.910700,-0.994714,-56.993
116.031,11.579538,-0.911104,-0.994892,-57.003
116.054,11.579783,-0.911576,-0.995139,-57.017
116.071,11.580084,-0.912156,-0.995404,-57.032
116.091,11.580426,-0.912814,-0.995763,-57.053
116.108,11.580760,-0.913461,-0.996238,-57.080
116.131,11.581137,-0.914080,-0.996785,-57.112
116.151,11.581544,-0.914739,-0.997365,-57.145
116.170,11.581934,-0.915443,-0.998010,-57.182
116.192,11.582323,-0.916121,-0.998844,-57.230
116.215,11.582724,-0.916847,-0.999646,-57.276
116.232,11.583145,-0.917639,-1.000544,-57.327
116.255,11.583544,-0.918493,-1.001689,-57.393
116.273,11.583961,-0.919436,-1.002952,-57.465
116.296,11.584286,-0.920543,-1.004530,-57.555
116.316,11.584572,-0.921779,-1.006711,-57.680
116.334,11.584866,-0.923144,-1.008758,-57.798
116.356,11.585258,-0.924658,-1.010958,-57.924
116.381,11.585377,-0.926313,-1.014176,-58.108
116.402,11.585136,-0.928204,-1.019320,-58.403
116.424,11.584689,-0.930234,-1.025846,-58.777
